"food_code","name","category","base_amount","base_unit","kcal","carbs","protein","fat","sugar","dietary_fiber","vit_a","vit_c","vit_d","calcium","iron","sodium","image"
"D202-120000000-1867","피자_핫멕시칸 피자 밀스크린체다크림크러스트 (R)","빵 및 과자류","200","G","452","0.0","24.74","0.0","10.3","0.0","0.0","0.0","0.0","0.0","0.0","1032.0","food-category/bread.jpg"
"D202-120000000-1868","피자_핫멕시칸 피자 밀스크린치즈크러스트 (L)","빵 및 과자류","200","G","452","0.0","26.86","0.0","5.98","0.0","0.0","0.0","0.0","0.0","0.0","968.0","food-category/bread.jpg"
"D202-120000000-1869","피자_핫멕시칸 피자 밀스크린치즈크러스트 (R)","빵 및 과자류","200","G","438","0.0","26.54","0.0","6.12","0.0","0.0","0.0","0.0","0.0","0.0","964.0","food-category/bread.jpg"
"D202-120000000-1870","피자_핫멕시칸 피자 백미스크린 (L)","빵 및 과자류","200","G","454","0.0","27.12","0.0","11.86","0.0","0.0","0.0","0.0","0.0","0.0","944.0","food-category/bread.jpg"
"D202-120000000-1871","피자_핫멕시칸 피자 백미스크린 (R)","빵 및 과자류","200","G","442","0.0","26.2","0.0","11.9","0.0","0.0","0.0","0.0","0.0","0.0","938.0","food-category/bread.jpg"
"D202-120000000-1836","피자_할루미 피자 밀스크린고구마크러스트 (R)","빵 및 과자류","200","G","530","0.0","29.22","0.0","11.24","0.0","0.0","0.0","0.0","0.0","0.0","966.0","food-category/bread.jpg"
"D202-120000000-1837","피자_할루미 피자 밀스크린체다크림크러스트 (L)","빵 및 과자류","200","G","542","0.0","30.9","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","1132.0","food-category/bread.jpg"
"D202-120000000-1838","피자_할루미 피자 밀스크린체다크림크러스트 (R)","빵 및 과자류","200","G","538","0.0","31.46","0.0","13.48","0.0","0.0","0.0","0.0","0.0","0.0","1142.0","food-category/bread.jpg"
"D202-120000000-1839","피자_할루미 피자 밀스크린치즈크러스트 (L)","빵 및 과자류","200","G","532","0.0","32.78","0.0","8.2","0.0","0.0","0.0","0.0","0.0","0.0","1060.0","food-category/bread.jpg"
"D202-120000000-1840","피자_할루미 피자 밀스크린치즈크러스트 (R)","빵 및 과자류","200","G","518","0.0","32.96","0.0","8.8","0.0","0.0","0.0","0.0","0.0","0.0","1050.0","food-category/bread.jpg"
"D202-120000000-1841","피자_할루미 피자 백미스크린 (L)","빵 및 과자류","200","G","542","0.0","33.64","0.0","14.96","0.0","0.0","0.0","0.0","0.0","0.0","1040.0","food-category/bread.jpg"
"D202-120000000-1842","피자_할루미 피자 백미스크린 (R)","빵 및 과자류","200","G","538","0.0","33.76","0.0","15.58","0.0","0.0","0.0","0.0","0.0","0.0","1038.0","food-category/bread.jpg"
"D202-120000000-1843","피자_할루미 피자 백미스크린치즈크러스트 (L)","빵 및 과자류","200","G","518","0.0","31.94","0.0","13.44","0.0","0.0","0.0","0.0","0.0","0.0","1036.0","food-category/bread.jpg"
"D202-120000000-1844","피자_할루미 피자 백미스크린치즈크러스트 (R)","빵 및 과자류","200","G","512","0.0","34.1","0.0","13.64","0.0","0.0","0.0","0.0","0.0","0.0","1040.0","food-category/bread.jpg"
"D202-120000000-1845","피자_할루미 피자 씬 (L)","빵 및 과자류","200","G","576","0.0","36.58","0.0","9.76","0.0","0.0","0.0","0.0","0.0","0.0","936.0","food-category/bread.jpg"
"D202-120000000-1846","피자_할루미 피자 씬 (R)","빵 및 과자류","200","G","578","0.0","34.92","0.0","9.52","0.0","0.0","0.0","0.0","0.0","0.0","926.0","food-category/bread.jpg"
"D202-120000000-1847","피자_할루미 피자 체다크림크러스트 (L)","빵 및 과자류","200","G","530","0.0","31.26","0.0","12.5","0.0","0.0","0.0","0.0","0.0","0.0","996.0","food-category/bread.jpg"
"D202-120000000-1848","피자_할루미 피자 체다크림크러스트 (R)","빵 및 과자류","200","G","534","0.0","30.3","0.0","12.12","0.0","0.0","0.0","0.0","0.0","0.0","1002.0","food-category/bread.jpg"
"D202-120000000-1849","피자_할루미 피자 치즈크러스트 (L)","빵 및 과자류","200","G","522","0.0","33.08","0.0","7.88","0.0","0.0","0.0","0.0","0.0","0.0","928.0","food-category/bread.jpg"
"D202-120000000-1850","피자_할루미 피자 치즈크러스트 (R)","빵 및 과자류","200","G","522","0.0","32.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","932.0","food-category/bread.jpg"
"D202-120000000-1851","피자_할루미 피자 팬 (L)","빵 및 과자류","200","G","542","0.0","33.04","0.0","8.7","0.0","0.0","0.0","0.0","0.0","0.0","920.0","food-category/bread.jpg"
"D202-120000000-1852","피자_할루미 피자 팬 (R)","빵 및 과자류","200","G","546","0.0","31.46","0.0","8.98","0.0","0.0","0.0","0.0","0.0","0.0","920.0","food-category/bread.jpg"
"D202-120000000-1853","피자_할루미 피자 흑미스크린 (L)","빵 및 과자류","200","G","530","0.0","33.64","0.0","13.08","0.0","0.0","0.0","0.0","0.0","0.0","934.0","food-category/bread.jpg"
"D202-120000000-1818","피자_한우핫불고기 피자 라이스바이트 (R)","빵 및 과자류","200","G","550","0.0","30.92","0.0","6.66","0.0","0.0","0.0","0.0","0.0","0.0","198.0","food-category/bread.jpg"
"D202-120000000-1819","피자_한우핫불고기 피자 석쇠 (F)","빵 및 과자류","200","G","546","0.0","34.26","0.0","6.82","0.0","0.0","0.0","0.0","0.0","0.0","300.0","food-category/bread.jpg"
"D202-120000000-1820","피자_한우핫불고기 피자 석쇠 (L)","빵 및 과자류","200","G","518","0.0","33.86","0.0","6.82","0.0","0.0","0.0","0.0","0.0","0.0","336.0","food-category/bread.jpg"
"D202-120000000-1821","피자_한우핫불고기 피자 석쇠 (R)","빵 및 과자류","200","G","520","0.0","33.86","0.0","6.74","0.0","0.0","0.0","0.0","0.0","0.0","330.0","food-category/bread.jpg"
"D202-120000000-1822","피자_한우핫불고기 피자 치즈크러스트 (F)","빵 및 과자류","200","G","544","0.0","35.2","0.0","6.04","0.0","0.0","0.0","0.0","0.0","0.0","316.0","food-category/bread.jpg"
"D202-120000000-1823","피자_한우핫불고기 피자 치즈크러스트 (L)","빵 및 과자류","200","G","534","0.0","35.08","0.0","6.08","0.0","0.0","0.0","0.0","0.0","0.0","328.0","food-category/bread.jpg"
"D202-120000000-1824","피자_한우핫불고기 피자 치즈크러스트 (R)","빵 및 과자류","200","G","548","0.0","35.52","0.0","5.8","0.0","0.0","0.0","0.0","0.0","0.0","314.0","food-category/bread.jpg"
"D202-120000000-1825","피자_한우핫불고기 피자 팬 (F)","빵 및 과자류","200","G","560","0.0","34.58","0.0","6.84","0.0","0.0","0.0","0.0","0.0","0.0","284.0","food-category/bread.jpg"
"D202-120000000-1826","피자_한우핫불고기 피자 팬 (L)","빵 및 과자류","200","G","532","0.0","34.24","0.0","6.86","0.0","0.0","0.0","0.0","0.0","0.0","322.0","food-category/bread.jpg"
"D202-120000000-1828","피자_할라피노 피자 (L)","빵 및 과자류","200","G","578","0.0","12.94","0.0","6.48","0.0","0.0","0.0","0.0","0.0","0.0","758.0","food-category/bread.jpg"
"D202-120000000-1829","피자_할라피뇨프라이 피자 (L)","빵 및 과자류","200","G","536","0.0","28.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","858.0","food-category/bread.jpg"
"D202-120000000-1830","피자_할라피뇨 피자 오리지널 (M)","빵 및 과자류","200","G","590","62.14","38.56","30.78","9.64","0.0","0.0","0.0","0.0","0.0","0.0","938.0","food-category/bread.jpg"
"D202-120000000-1831","피자_할루미 피자 고구마크러스트 (L)","빵 및 과자류","200","G","528","0.0","29.92","0.0","11.02","0.0","0.0","0.0","0.0","0.0","0.0","852.0","food-category/bread.jpg"
"D202-120000000-1832","피자_할루미 피자 고구마크러스트 (R)","빵 및 과자류","200","G","528","0.0","28.28","0.0","12.12","0.0","0.0","0.0","0.0","0.0","0.0","846.0","food-category/bread.jpg"
"D202-120000000-1833","피자_할루미 피자 밀스크린 (L)","빵 및 과자류","200","G","552","0.0","32.44","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","1058.0","food-category/bread.jpg"
"D202-120000000-1834","피자_할루미 피자 밀스크린 (R)","빵 및 과자류","200","G","552","0.0","32.92","0.0","10.12","0.0","0.0","0.0","0.0","0.0","0.0","1066.0","food-category/bread.jpg"
"D202-120000000-1835","피자_할루미 피자 밀스크린고구마크러스트 (L)","빵 및 과자류","200","G","540","0.0","29.5","0.0","11.48","0.0","0.0","0.0","0.0","0.0","0.0","982.0","food-category/bread.jpg"
"D220-719000000-0080","기타차_유자 엘더베리 아이스(ICED)","음료 및 차류","200","ML","82","0.0","0.42","0.0","15.64","0.0","0.0","0.0","0.0","0.0","0.0","24.0","food-category/beverage.jpg"
"D202-120000000-1800","피자_한우불고기 피자 라이스골드 (R)","빵 및 과자류","200","G","548","0.0","33.76","0.0","5.32","0.0","0.0","0.0","0.0","0.0","0.0","292.0","food-category/bread.jpg"
"D202-120000000-1801","피자_한우불고기 피자 라이스바이트 (F)","빵 및 과자류","200","G","522","0.0","31.46","0.0","5.96","0.0","0.0","0.0","0.0","0.0","0.0","416.0","food-category/bread.jpg"
"D202-120000000-1802","피자_한우불고기 피자 라이스바이트 (L)","빵 및 과자류","200","G","538","0.0","32.22","0.0","6.72","0.0","0.0","0.0","0.0","0.0","0.0","232.0","food-category/bread.jpg"
"D202-120000000-1803","피자_한우불고기 피자 라이스바이트 (R)","빵 및 과자류","200","G","550","0.0","30.92","0.0","6.66","0.0","0.0","0.0","0.0","0.0","0.0","198.0","food-category/bread.jpg"
"D202-120000000-1804","피자_한우불고기 피자 석쇠 (F)","빵 및 과자류","200","G","510","0.0","33.52","0.0","6.82","0.0","0.0","0.0","0.0","0.0","0.0","336.0","food-category/bread.jpg"
"D202-120000000-1805","피자_한우불고기 피자 석쇠 (L)","빵 및 과자류","200","G","518","0.0","33.86","0.0","6.82","0.0","0.0","0.0","0.0","0.0","0.0","336.0","food-category/bread.jpg"
"D202-120000000-1806","피자_한우불고기 피자 석쇠 (R)","빵 및 과자류","200","G","520","0.0","33.86","0.0","6.74","0.0","0.0","0.0","0.0","0.0","0.0","330.0","food-category/bread.jpg"
"D202-120000000-1807","피자_한우불고기 피자 치즈크러스트 (F)","빵 및 과자류","200","G","512","0.0","34.4","0.0","6.14","0.0","0.0","0.0","0.0","0.0","0.0","346.0","food-category/bread.jpg"
"D202-120000000-1808","피자_한우불고기 피자 치즈크러스트 (L)","빵 및 과자류","200","G","534","0.0","35.08","0.0","6.08","0.0","0.0","0.0","0.0","0.0","0.0","328.0","food-category/bread.jpg"
"D202-120000000-1809","피자_한우불고기 피자 치즈크러스트 (R)","빵 및 과자류","200","G","548","0.0","35.52","0.0","5.8","0.0","0.0","0.0","0.0","0.0","0.0","314.0","food-category/bread.jpg"
"D202-120000000-1810","피자_한우불고기 피자 팬 (F)","빵 및 과자류","200","G","526","0.0","33.84","0.0","6.82","0.0","0.0","0.0","0.0","0.0","0.0","320.0","food-category/bread.jpg"
"D202-120000000-1811","피자_한우불고기 피자 팬 (L)","빵 및 과자류","200","G","532","0.0","34.24","0.0","6.86","0.0","0.0","0.0","0.0","0.0","0.0","322.0","food-category/bread.jpg"
"D202-120000000-1812","피자_한우불고기 피자 팬 (R)","빵 및 과자류","200","G","534","0.0","34.12","0.0","6.76","0.0","0.0","0.0","0.0","0.0","0.0","316.0","food-category/bread.jpg"
"D202-120000000-1813","피자_한우핫불고기 피자 골드 (L)","빵 및 과자류","200","G","534","0.0","33.04","0.0","5.5","0.0","0.0","0.0","0.0","0.0","0.0","300.0","food-category/bread.jpg"
"D202-120000000-1814","피자_한우핫불고기 피자 라이스골드 (F)","빵 및 과자류","200","G","528","0.0","34.18","0.0","7.34","0.0","0.0","0.0","0.0","0.0","0.0","296.0","food-category/bread.jpg"
"D202-120000000-1815","피자_한우핫불고기 피자 라이스골드 (R)","빵 및 과자류","200","G","548","0.0","33.76","0.0","5.32","0.0","0.0","0.0","0.0","0.0","0.0","292.0","food-category/bread.jpg"
"D202-120000000-1816","피자_한우핫불고기 피자 라이스바이트 (F)","빵 및 과자류","200","G","546","0.0","31.7","0.0","5.86","0.0","0.0","0.0","0.0","0.0","0.0","402.0","food-category/bread.jpg"
"D202-120000000-1817","피자_한우핫불고기 피자 라이스바이트 (L)","빵 및 과자류","200","G","538","0.0","32.22","0.0","6.72","0.0","0.0","0.0","0.0","0.0","0.0","232.0","food-category/bread.jpg"
"D202-120000000-1782","피자_하와이언 피자 치즈크러스트 (R)","빵 및 과자류","200","G","588","0.0","32.76","0.0","7.7","0.0","0.0","0.0","0.0","0.0","0.0","278.0","food-category/bread.jpg"
"D202-120000000-1784","피자_하와이언 피자 팬 (F)","빵 및 과자류","200","G","590","0.0","32.98","0.0","9.36","0.0","0.0","0.0","0.0","0.0","0.0","324.0","food-category/bread.jpg"
"D202-120000000-1785","피자_하와이언 피자 팬 (L)","빵 및 과자류","200","G","584","0.0","32.84","0.0","9.48","0.0","0.0","0.0","0.0","0.0","0.0","340.0","food-category/bread.jpg"
"D202-120000000-1787","피자_하와이언 피자 팬 (R)","빵 및 과자류","200","G","584","0.0","30.32","0.0","9.36","0.0","0.0","0.0","0.0","0.0","0.0","268.0","food-category/bread.jpg"
"D202-120000000-1789","피자_하와이언 피자 흑미스크린 (L)","빵 및 과자류","200","G","410","0.0","21.84","0.0","11.76","0.0","0.0","0.0","0.0","0.0","0.0","682.0","food-category/bread.jpg"
"D202-120000000-1790","피자_하와이언 피자 흑미스크린 (R)","빵 및 과자류","200","G","396","0.0","18.82","0.0","11.76","0.0","0.0","0.0","0.0","0.0","0.0","658.0","food-category/bread.jpg"
"D202-120000000-1791","피자_하와이언 피자 흑미스크린치즈크러스트 (L)","빵 및 과자류","200","G","404","0.0","21.54","0.0","12.3","0.0","0.0","0.0","0.0","0.0","0.0","716.0","food-category/bread.jpg"
"D202-120000000-1792","피자_하와이언 피자 흑미스크린치즈크러스트 (R)","빵 및 과자류","200","G","388","0.0","20.84","0.0","12.5","0.0","0.0","0.0","0.0","0.0","0.0","702.0","food-category/bread.jpg"
"D202-120000000-1794","피자_하프앤하프 피자 골드 (L)","빵 및 과자류","200","G","462","0.0","20.4","0.0","7.86","0.0","0.0","0.0","0.0","0.0","0.0","784.0","food-category/bread.jpg"
"D202-120000000-1795","피자_하프앤하프 피자 골드 (R)","빵 및 과자류","200","G","462","0.0","21.98","0.0","10.98","0.0","0.0","0.0","0.0","0.0","0.0","772.0","food-category/bread.jpg"
"D202-120000000-1796","피자_하프앤하프 피자 에그타르트 (L)","빵 및 과자류","200","G","474","0.0","18.56","0.0","11.44","0.0","0.0","0.0","0.0","0.0","0.0","692.0","food-category/bread.jpg"
"D202-120000000-1797","피자_하프앤하프 피자 에그타르트 (R)","빵 및 과자류","200","G","478","0.0","20.88","0.0","14.28","0.0","0.0","0.0","0.0","0.0","0.0","676.0","food-category/bread.jpg"
"D202-120000000-1798","피자_하프앤하프 피자 크림치즈 (L)","빵 및 과자류","200","G","464","0.0","18.38","0.0","9.02","0.0","0.0","0.0","0.0","0.0","0.0","726.0","food-category/bread.jpg"
"D202-120000000-1799","피자_하프앤하프 피자 크림치즈 (R)","빵 및 과자류","200","G","466","0.0","20.1","0.0","11.64","0.0","0.0","0.0","0.0","0.0","0.0","712.0","food-category/bread.jpg"
"D220-719000000-0079","기타차_엘더베리 핫(HOT)","음료 및 차류","200","ML","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","food-category/beverage.jpg"
"D202-120000000-1764","피자_하와이언 피자 밀스크린체다크림크러스트 (L)","빵 및 과자류","200","G","438","0.0","20.9","0.0","13.44","0.0","0.0","0.0","0.0","0.0","0.0","898.0","food-category/bread.jpg"
"D202-120000000-1765","피자_하와이언 피자 밀스크린체다크림크러스트 (R)","빵 및 과자류","200","G","420","0.0","18.56","0.0","14.44","0.0","0.0","0.0","0.0","0.0","0.0","876.0","food-category/bread.jpg"
"D202-120000000-1766","피자_하와이언 피자 밀스크린치즈크러스트 (L)","빵 및 과자류","200","G","426","0.0","22.38","0.0","8.96","0.0","0.0","0.0","0.0","0.0","0.0","826.0","food-category/bread.jpg"
"D202-120000000-1767","피자_하와이언 피자 밀스크린치즈크러스트 (R)","빵 및 과자류","200","G","408","0.0","20.4","0.0","10.2","0.0","0.0","0.0","0.0","0.0","0.0","806.0","food-category/bread.jpg"
"D202-120000000-1768","피자_하와이언 피자 백미스크린 (L)","빵 및 과자류","200","G","422","0.0","22.04","0.0","15.26","0.0","0.0","0.0","0.0","0.0","0.0","784.0","food-category/bread.jpg"
"D202-120000000-1769","피자_하와이언 피자 백미스크린 (R)","빵 및 과자류","200","G","408","0.0","19.04","0.0","14.28","0.0","0.0","0.0","0.0","0.0","0.0","754.0","food-category/bread.jpg"
"D202-120000000-1770","피자_하와이언 피자 백미스크린치즈크러스트 (L)","빵 및 과자류","200","G","412","0.0","21.54","0.0","13.84","0.0","0.0","0.0","0.0","0.0","0.0","804.0","food-category/bread.jpg"
"D202-120000000-1771","피자_하와이언 피자 백미스크린치즈크러스트 (R)","빵 및 과자류","200","G","394","0.0","20.84","0.0","14.58","0.0","0.0","0.0","0.0","0.0","0.0","782.0","food-category/bread.jpg"
"D202-120000000-1772","피자_하와이언 피자 석쇠 (F)","빵 및 과자류","200","G","578","0.0","32.58","0.0","9.58","0.0","0.0","0.0","0.0","0.0","0.0","344.0","food-category/bread.jpg"
"D202-120000000-1773","피자_하와이언 피자 석쇠 (L)","빵 및 과자류","200","G","584","0.0","32.84","0.0","9.48","0.0","0.0","0.0","0.0","0.0","0.0","340.0","food-category/bread.jpg"
"D202-120000000-1774","피자_하와이언 피자 석쇠 (R)","빵 및 과자류","200","G","572","0.0","29.8","0.0","9.52","0.0","0.0","0.0","0.0","0.0","0.0","280.0","food-category/bread.jpg"
"D202-120000000-1775","피자_하와이언 피자 씬 (L)","빵 및 과자류","200","G","422","0.0","21.5","0.0","10.76","0.0","0.0","0.0","0.0","0.0","0.0","622.0","food-category/bread.jpg"
"D202-120000000-1776","피자_하와이언 피자 씬 (R)","빵 및 과자류","200","G","418","0.0","20.0","0.0","11.42","0.0","0.0","0.0","0.0","0.0","0.0","598.0","food-category/bread.jpg"
"D202-120000000-1777","피자_하와이언 피자 체다크림크러스트 (L)","빵 및 과자류","200","G","430","0.0","21.58","0.0","12.94","0.0","0.0","0.0","0.0","0.0","0.0","782.0","food-category/bread.jpg"
"D202-120000000-1778","피자_하와이언 피자 체다크림크러스트 (R)","빵 및 과자류","200","G","428","0.0","20.56","0.0","13.08","0.0","0.0","0.0","0.0","0.0","0.0","772.0","food-category/bread.jpg"
"D202-120000000-1779","피자_하와이언 피자 치즈크러스트 (F)","빵 및 과자류","200","G","574","0.0","33.64","0.0","8.54","0.0","0.0","0.0","0.0","0.0","0.0","178.0","food-category/bread.jpg"
"D202-120000000-1780","피자_하와이언 피자 치즈크러스트 (L)","빵 및 과자류","200","G","590","0.0","34.36","0.0","8.16","0.0","0.0","0.0","0.0","0.0","0.0","332.0","food-category/bread.jpg"
"D202-120000000-1745","피자_하와이안 피자 (R)","빵 및 과자류","200","G","492","0.0","19.72","0.0","11.26","0.0","0.0","0.0","0.0","0.0","0.0","732.0","food-category/bread.jpg"
"D202-120000000-1746","피자_하와이안 피자 (XL)","빵 및 과자류","200","G","486","0.0","19.68","0.0","3.1","0.0","0.0","0.0","0.0","0.0","0.0","636.0","food-category/bread.jpg"
"D202-120000000-1747","피자_하와이안 피자 오리지널 (M)","빵 및 과자류","200","G","536","58.96","28.58","25.72","15.38","0.0","0.0","0.0","0.0","0.0","0.0","742.0","food-category/bread.jpg"
"D202-120000000-1748","피자_하와이안 피자","빵 및 과자류","200","G","516","0.0","21.9","0.0","15.52","0.0","0.0","0.0","0.0","0.0","0.0","864.0","food-category/bread.jpg"
"D202-120000000-1749","피자_하와이언쉬림프 피자 (L)","빵 및 과자류","200","G","438","0.0","21.96","0.0","9.34","0.0","0.0","0.0","0.0","0.0","0.0","832.0","food-category/bread.jpg"
"D202-120000000-1750","피자_하와이언쉬림프 피자 (M)","빵 및 과자류","200","G","408","0.0","22.44","0.0","9.66","0.0","0.0","0.0","0.0","0.0","0.0","788.0","food-category/bread.jpg"
"D202-120000000-1751","피자_하와이언 피자 (L)","빵 및 과자류","200","G","470","0.0","22.86","0.0","11.54","0.0","0.0","0.0","0.0","0.0","0.0","704.0","food-category/bread.jpg"
"D202-120000000-1754","피자_하와이언 피자 (M)","빵 및 과자류","200","G","446","0.0","23.0","0.0","14.12","0.0","0.0","0.0","0.0","0.0","0.0","838.0","food-category/bread.jpg"
"D202-120000000-1755","피자_하와이언 피자 (XL)","빵 및 과자류","200","G","424","0.0","18.76","0.0","7.76","0.0","0.0","0.0","0.0","0.0","0.0","568.0","food-category/bread.jpg"
"D202-120000000-1756","피자_하와이언 피자 고구마크러스트 (L)","빵 및 과자류","200","G","428","0.0","20.28","0.0","11.6","0.0","0.0","0.0","0.0","0.0","0.0","646.0","food-category/bread.jpg"
"D202-120000000-1757","피자_하와이언 피자 고구마크러스트 (R)","빵 및 과자류","200","G","426","0.0","18.86","0.0","11.32","0.0","0.0","0.0","0.0","0.0","0.0","634.0","food-category/bread.jpg"
"D202-120000000-1758","피자_하와이언 피자 라이스골드 (F)","빵 및 과자류","200","G","554","0.0","32.94","0.0","9.3","0.0","0.0","0.0","0.0","0.0","0.0","328.0","food-category/bread.jpg"
"D202-120000000-1759","피자_하와이언 피자 라이스바이트 (F)","빵 및 과자류","200","G","566","0.0","30.42","0.0","7.74","0.0","0.0","0.0","0.0","0.0","0.0","302.0","food-category/bread.jpg"
"D202-120000000-1760","피자_하와이언 피자 밀스크린 (L)","빵 및 과자류","200","G","436","0.0","21.32","0.0","9.84","0.0","0.0","0.0","0.0","0.0","0.0","806.0","food-category/bread.jpg"
"D202-120000000-1761","피자_하와이언 피자 밀스크린 (R)","빵 및 과자류","200","G","418","0.0","20.68","0.0","9.2","0.0","0.0","0.0","0.0","0.0","0.0","774.0","food-category/bread.jpg"
"D202-120000000-1762","피자_하와이언 피자 밀스크린고구마크러스트 (L)","빵 및 과자류","200","G","432","0.0","19.4","0.0","11.94","0.0","0.0","0.0","0.0","0.0","0.0","752.0","food-category/bread.jpg"
"D202-120000000-1763","피자_하와이언 피자 밀스크린고구마크러스트 (R)","빵 및 과자류","200","G","418","0.0","18.76","0.0","12.5","0.0","0.0","0.0","0.0","0.0","0.0","722.0","food-category/bread.jpg"
"D220-719000000-0078","기타차_엘더베리 아이스(ICED)","음료 및 차류","200","ML","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","food-category/beverage.jpg"
"D202-120000000-1726","피자_하나둘셋치즈 피자 (L)","빵 및 과자류","200","G","646","0.0","42.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","860.0","food-category/bread.jpg"
"D202-120000000-1727","피자_하와이안 포카챠","빵 및 과자류","200","G","378","0.0","17.28","0.0","2.72","0.0","0.0","0.0","0.0","0.0","0.0","446.0","food-category/bread.jpg"
"D202-120000000-1728","피자_하와이안쉬림프 피자 (L)","빵 및 과자류","200","G","298","0.0","16.88","0.0","6.36","0.0","0.0","0.0","0.0","0.0","0.0","490.0","food-category/bread.jpg"
"D202-120000000-1729","피자_하와이안쉬림프 피자바이트 (L)","빵 및 과자류","200","G","446","0.0","23.52","0.0","13.84","0.0","0.0","0.0","0.0","0.0","0.0","1108.0","food-category/bread.jpg"
"D202-120000000-1730","피자_하와이안슈림프 피자 오리지널 (L)","빵 및 과자류","200","G","414","0.0","20.28","0.0","8.7","0.0","0.0","0.0","0.0","0.0","0.0","774.0","food-category/bread.jpg"
"D202-120000000-1731","피자_하와이안스페셜 피자 오리진 (L)","빵 및 과자류","200","G","502","0.0","25.38","0.0","11.84","0.0","0.0","0.0","0.0","0.0","0.0","820.0","food-category/bread.jpg"
"D202-120000000-1732","피자_하와이안스페셜 피자 오리진 (R)","빵 및 과자류","200","G","484","0.0","28.76","0.0","11.76","0.0","0.0","0.0","0.0","0.0","0.0","796.0","food-category/bread.jpg"
"D202-120000000-1733","피자_하와이안스페셜 피자 치즈캡 (L)","빵 및 과자류","200","G","506","0.0","27.82","0.0","10.48","0.0","0.0","0.0","0.0","0.0","0.0","882.0","food-category/bread.jpg"
"D202-120000000-1734","피자_하와이안스페셜 피자 치즈캡 (R)","빵 및 과자류","200","G","492","0.0","31.64","0.0","10.16","0.0","0.0","0.0","0.0","0.0","0.0","870.0","food-category/bread.jpg"
"D202-120000000-1735","피자_하와이안 피자 (F)","빵 및 과자류","200","G","468","0.0","19.68","0.0","11.48","0.0","0.0","0.0","0.0","0.0","0.0","954.0","food-category/bread.jpg"
"D202-120000000-1738","피자_하와이안 피자(L)","빵 및 과자류","200","G","576","0.0","30.36","0.0","7.4","0.0","0.0","0.0","0.0","0.0","0.0","684.0","food-category/bread.jpg"
"D202-120000000-1743","피자_하와이안 피자 (P)","빵 및 과자류","200","G","468","0.0","19.36","0.0","12.9","0.0","0.0","0.0","0.0","0.0","0.0","954.0","food-category/bread.jpg"
"D202-120000000-1708","피자_퐁듀골드포테이토 피자 (L)","빵 및 과자류","200","G","600","0.0","24.9","0.0","5.44","0.0","0.0","0.0","0.0","0.0","0.0","542.0","food-category/bread.jpg"
"D202-120000000-1709","피자_퐁듀눈꽃치즈 피자 (L)","빵 및 과자류","200","G","496","0.0","17.5","0.0","13.76","0.0","0.0","0.0","0.0","0.0","0.0","466.0","food-category/bread.jpg"
"D202-120000000-1710","피자_퐁듀불금 피자 (L)","빵 및 과자류","200","G","526","0.0","27.9","0.0","10.86","0.0","0.0","0.0","0.0","0.0","0.0","714.0","food-category/bread.jpg"
"D202-120000000-1711","피자_푸팟퐁커리 피자 (L)","빵 및 과자류","200","G","560","0.0","18.8","0.0","7.24","0.0","0.0","0.0","0.0","0.0","0.0","1094.0","food-category/bread.jpg"
"D202-120000000-1712","피자_푸팟퐁커리 피자 마니아 에어도우 (L)","빵 및 과자류","200","G","518","0.0","19.82","0.0","8.64","0.0","0.0","0.0","0.0","0.0","0.0","1092.0","food-category/bread.jpg"
"D202-120000000-1713","피자_푸팟퐁커리 피자 마니아 파마산엣지 (L)","빵 및 과자류","200","G","522","0.0","20.88","0.0","8.42","0.0","0.0","0.0","0.0","0.0","0.0","1122.0","food-category/bread.jpg"
"D202-120000000-1714","피자_푸팟퐁커리 피자","빵 및 과자류","200","G","592","0.0","24.92","0.0","10.88","0.0","0.0","0.0","0.0","0.0","0.0","1102.0","food-category/bread.jpg"
"D202-120000000-1715","피자_풀드포크바베큐 피자 (F)","빵 및 과자류","200","G","524","0.0","24.64","0.0","10.14","0.0","0.0","0.0","0.0","0.0","0.0","1218.0","food-category/bread.jpg"
"D202-120000000-1716","피자_풀드포크바베큐 피자 (L)","빵 및 과자류","200","G","520","0.0","25.24","0.0","9.7","0.0","0.0","0.0","0.0","0.0","0.0","1214.0","food-category/bread.jpg"
"D202-120000000-1717","피자_풀드포크바베큐 피자 (P)","빵 및 과자류","200","G","524","0.0","24.28","0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","1222.0","food-category/bread.jpg"
"D202-120000000-1718","피자_풀드포크 피자 (L)","빵 및 과자류","200","G","428","0.0","23.22","0.0","9.24","0.0","0.0","0.0","0.0","0.0","0.0","806.0","food-category/bread.jpg"
"D202-120000000-1719","피자_풀드포크 피자 (M)","빵 및 과자류","200","G","410","0.0","22.66","0.0","10.56","0.0","0.0","0.0","0.0","0.0","0.0","764.0","food-category/bread.jpg"
