"food_code","name","category","base_amount","base_unit","kcal","carbs","protein","fat","sugar","dietary_fiber","vit_a","vit_c","vit_d","calcium","iron","sodium","image"
"D202-142000000-0024","크로플_누텔라 아이스크림 크로플","빵 및 과자류","200","G","520","0.0","8.0","0.0","29.34","0.0","0.0","0.0","0.0","0.0","0.0","344.0","food-category/bread.jpg"
"D202-142000000-0025","크로플_누텔라크로플","빵 및 과자류","200","G","956","0.0","11.76","0.0","51.76","0.0","0.0","0.0","0.0","0.0","0.0","616.0","food-category/bread.jpg"
"D202-138000000-0001","초콜릿_로고 코인 다크 초콜릿 골드","빵 및 과자류","200","G","1020","0.0","20.0","0.0","52.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","food-category/bread.jpg"
"D202-138000000-0002","초콜릿_로고 코인 밀크 초콜릿 실버","빵 및 과자류","200","G","1024","0.0","16.0","0.0","120.0","0.0","0.0","0.0","0.0","0.0","0.0","200.0","food-category/bread.jpg"
"D202-138000000-0003","초콜릿_로스티드 아몬드 앤 초콜릿","빵 및 과자류","200","G","1054","0.0","10.72","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","286.0","food-category/bread.jpg"
"D202-138000000-0004","초콜릿_로스티드 헤이즐넛 초콜릿","빵 및 과자류","200","G","1222","80.0","18.18","0.0","72.72","0.0","0.0","0.0","0.0","0.0","0.0","128.0","food-category/bread.jpg"
"D202-138000000-0005","초콜릿_로아커 초콜릿 클래식 다크","빵 및 과자류","200","G","1036","0.0","12.8","0.0","68.4","0.0","0.0","0.0","0.0","0.0","0.0","40.0","food-category/bread.jpg"
"D202-138000000-0006","초콜릿_로아커 초콜릿 클래식 밀크","빵 및 과자류","200","G","1060","0.0","21.2","0.0","87.6","0.0","0.0","0.0","0.0","0.0","0.0","184.0","food-category/bread.jpg"
"D202-138000000-0007","초콜릿_리저브 초콜릿 세트","빵 및 과자류","200","G","1006","0.0","11.12","0.0","105.56","0.0","0.0","0.0","0.0","0.0","0.0","100.0","food-category/bread.jpg"
"D202-138000000-0008","초콜릿_마이 스위티 까페","빵 및 과자류","200","G","1142","0.0","9.52","0.0","104.76","0.0","0.0","0.0","0.0","0.0","0.0","190.0","food-category/bread.jpg"
"D202-138000000-0009","초콜릿_마이 스위티 브라운","빵 및 과자류","200","G","1142","0.0","9.52","0.0","95.24","0.0","0.0","0.0","0.0","0.0","0.0","96.0","food-category/bread.jpg"
"D202-139000000-0002","캔디_씨프렌즈 캔디","빵 및 과자류","200","G","784","0.0","0.0","0.0","136.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","food-category/bread.jpg"
"D202-139000000-0003","캔디_아몬드 토피넛 캔디","빵 및 과자류","200","G","1054","0.0","3.34","0.0","110.0","0.0","0.0","0.0","0.0","0.0","0.0","250.0","food-category/bread.jpg"
"D202-141000000-0001","소금빵_고짠고짠소금버터링","빵 및 과자류","200","G","650","93.34","16.66","23.34","6.66","0.0","0.0","0.0","0.0","0.0","0.0","1300.0","food-category/bread.jpg"
"D202-141000000-0002","소금빵_발효버터 명란소금빵","빵 및 과자류","200","G","784","83.08","15.38","43.08","15.38","0.0","0.0","0.0","0.0","0.0","0.0","1724.0","food-category/bread.jpg"
"D202-141000000-0003","소금빵_발효버터 소금빵","빵 및 과자류","200","G","746","98.18","14.54","32.72","18.18","0.0","0.0","0.0","0.0","0.0","0.0","1090.0","food-category/bread.jpg"
"D202-141000000-0004","소금빵_뺑오플레르 (L)","빵 및 과자류","200","G","676","0.0","16.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","908.0","food-category/bread.jpg"
"D202-141000000-0005","소금빵_앙버터 소금빵","빵 및 과자류","200","G","752","95.26","15.26","35.76","17.76","0.0","0.0","0.0","0.0","0.0","0.0","570.0","food-category/bread.jpg"
"D202-141000000-0006","소금빵_앙버터 소금빵 (L)","빵 및 과자류","200","G","762","95.32","15.32","36.68","18.06","0.0","0.0","0.0","0.0","0.0","0.0","536.0","food-category/bread.jpg"
"D202-142000000-0001","크로플_감당해봐 대왕크로플","빵 및 과자류","200","G","614","76.36","14.54","21.82","9.1","0.0","0.0","0.0","0.0","0.0","0.0","614.0","food-category/bread.jpg"
"D202-142000000-0005","크로플_내맘담은 종합과자세트 크로플","빵 및 과자류","200","G","474","63.08","9.24","19.24","23.84","0.0","0.0","0.0","0.0","0.0","0.0","318.0","food-category/bread.jpg"
"D202-131000000-0079","비스킷/쿠키/크래커_초콜릿 청크","빵 및 과자류","200","G","1052","0.0","10.52","0.0","73.68","0.0","0.0","0.0","0.0","0.0","0.0","948.0","food-category/bread.jpg"
"D202-131000000-0080","비스킷/쿠키/크래커_칩카사바","빵 및 과자류","200","G","1044","0.0","2.96","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","796.0","food-category/bread.jpg"
"D202-131000000-0081","비스킷/쿠키/크래커_코코아망 (L)","빵 및 과자류","200","G","1126","92.6","19.0","75.4","46.0","0.0","0.0","0.0","0.0","0.0","0.0","366.0","food-category/bread.jpg"
"D202-131000000-0082","비스킷/쿠키/크래커_크랜베리아몬드 쿠키","빵 및 과자류","200","G","1036","145.62","12.8","0.0","77.04","0.0","0.0","0.0","0.0","0.0","0.0","692.0","food-category/bread.jpg"
"D202-131000000-0083","비스킷/쿠키/크래커_크랜베리월넛 쿠키","빵 및 과자류","200","G","866","120.0","13.34","40.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","666.0","food-category/bread.jpg"
"D202-131000000-0084","비스킷/쿠키/크래커_크로켄트 (L)","빵 및 과자류","200","G","1112","94.6","20.4","72.4","28.0","0.0","0.0","0.0","0.0","0.0","0.0","356.0","food-category/bread.jpg"
"D202-131000000-0085","비스킷/쿠키/크래커_퍼지브라우니","빵 및 과자류","200","G","974","0.0","10.52","0.0","78.94","0.0","0.0","0.0","0.0","0.0","0.0","790.0","food-category/bread.jpg"
"D202-131000000-0086","비스킷/쿠키/크래커_퍼지월넛 쿠키","빵 및 과자류","200","G","900","106.66","13.34","53.34","53.34","0.0","0.0","0.0","0.0","0.0","0.0","566.0","food-category/bread.jpg"
"D202-131000000-0087","비스킷/쿠키/크래커_포테이토앤칩스 점보팩","빵 및 과자류","200","G","802","0.0","6.92","0.0","18.38","0.0","0.0","0.0","0.0","0.0","0.0","0.0","food-category/bread.jpg"
"D202-131000000-0088","비스킷/쿠키/크래커_피넛 버터","빵 및 과자류","200","G","1106","0.0","10.52","0.0","68.42","0.0","0.0","0.0","0.0","0.0","0.0","948.0","food-category/bread.jpg"
"D202-131000000-0089","비스킷/쿠키/크래커_허쉬 초코 멜로 쿠키","빵 및 과자류","200","G","1044","133.34","17.78","0.0","53.34","0.0","0.0","0.0","0.0","0.0","0.0","688.0","food-category/bread.jpg"
"D202-131000000-0090","비스킷/쿠키/크래커_허쉬 초콜릿 칩 싱글 쿠키","빵 및 과자류","200","G","744","136.0","8.0","0.0","64.0","0.0","0.0","0.0","0.0","0.0","0.0","384.0","food-category/bread.jpg"
"D202-131000000-0091","비스킷/쿠키/크래커_허쉬 화이트 칩 위드 아몬드 쿠키","빵 및 과자류","200","G","988","132.0","16.0","0.0","48.0","0.0","0.0","0.0","0.0","0.0","0.0","860.0","food-category/bread.jpg"
"D202-131000000-0092","비스킷/쿠키/크래커_흑임자호두 쿠키","빵 및 과자류","200","G","1090","135.62","15.26","0.0","69.64","0.0","0.0","0.0","0.0","0.0","0.0","628.0","food-category/bread.jpg"
"D202-133000000-0001","시리얼_무슬리","빵 및 과자류","200","G","890","0.0","24.0","0.0","75.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","food-category/bread.jpg"
"D202-135000000-0001","웨이퍼_크리스피초콜릿웨이퍼","빵 및 과자류","200","G","1056","110.0","14.0","62.0","72.0","0.0","0.0","0.0","0.0","0.0","0.0","170.0","food-category/bread.jpg"
"D202-137000000-0001","젤리_베어리스타 오가닉 젤리","빵 및 과자류","200","G","700","0.0","0.0","0.0","116.66","0.0","0.0","0.0","0.0","0.0","0.0","606.0","food-category/bread.jpg"
"D202-137000000-0006","젤리_트로피컬원더젤리","빵 및 과자류","200","G","656","164.0","0.0","0.0","140.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","food-category/bread.jpg"
"D202-131000000-0061","비스킷/쿠키/크래커_갈레트브르통 (L)","빵 및 과자류","200","G","1182","101.2","11.8","81.0","37.2","0.0","0.0","0.0","0.0","0.0","0.0","336.0","food-category/bread.jpg"
"D202-131000000-0062","비스킷/쿠키/크래커_다크초콜릿마카다미아 쿠키","빵 및 과자류","200","G","900","113.34","6.66","46.66","60.0","0.0","0.0","0.0","0.0","0.0","0.0","934.0","food-category/bread.jpg"
"D202-131000000-0063","비스킷/쿠키/크래커_더블퍼지 쿠키","빵 및 과자류","200","G","866","120.0","13.34","40.0","73.34","0.0","0.0","0.0","0.0","0.0","0.0","566.0","food-category/bread.jpg"
"D202-131000000-0064","비스킷/쿠키/크래커_돼지바 쿠키","빵 및 과자류","200","G","768","75.0","11.66","43.34","38.34","0.0","0.0","0.0","0.0","0.0","0.0","206.0","food-category/bread.jpg"
"D202-131000000-0065","비스킷/쿠키/크래커_마카다미아","빵 및 과자류","200","G","1106","0.0","10.52","0.0","68.42","0.0","0.0","0.0","0.0","0.0","0.0","948.0","food-category/bread.jpg"
"D202-131000000-0066","비스킷/쿠키/크래커_마카롱꼬끄","빵 및 과자류","200","G","800","0.0","16.0","0.0","50.0","0.0","0.0","0.0","0.0","0.0","0.0","120.0","food-category/bread.jpg"
"D202-131000000-0067","비스킷/쿠키/크래커_발로나스모어 쿠키","빵 및 과자류","200","G","974","0.0","13.6","0.0","61.72","0.0","0.0","0.0","0.0","0.0","0.0","182.0","food-category/bread.jpg"
"D202-131000000-0068","비스킷/쿠키/크래커_브라우니 쿠키","빵 및 과자류","200","G","896","0.0","8.0","0.0","66.0","0.0","0.0","0.0","0.0","0.0","0.0","272.0","food-category/bread.jpg"
"D202-131000000-0069","비스킷/쿠키/크래커_쑥단팥스모어 쿠키","빵 및 과자류","200","G","880","0.0","12.74","0.0","58.66","0.0","0.0","0.0","0.0","0.0","0.0","244.0","food-category/bread.jpg"
"D202-131000000-0070","비스킷/쿠키/크래커_아메리칸 쿠키","빵 및 과자류","200","G","1070","148.36","11.62","0.0","80.68","0.0","0.0","0.0","0.0","0.0","0.0","768.0","food-category/bread.jpg"
"D202-131000000-0071","비스킷/쿠키/크래커_아몬드 로쉐","빵 및 과자류","200","G","1024","108.0","32.4","51.4","79.6","0.0","0.0","0.0","0.0","0.0","0.0","342.0","food-category/bread.jpg"
"D202-131000000-0072","비스킷/쿠키/크래커_알콘칩스","빵 및 과자류","200","G","750","95.02","8.82","0.0","27.24","0.0","0.0","0.0","0.0","0.0","0.0","1184.0","food-category/bread.jpg"
"D202-131000000-0073","비스킷/쿠키/크래커_약과 크림치즈 쿠키","빵 및 과자류","200","G","836","0.0","9.24","0.0","46.16","0.0","0.0","0.0","0.0","0.0","0.0","264.0","food-category/bread.jpg"
"D202-131000000-0074","비스킷/쿠키/크래커_약과 쿠키","빵 및 과자류","200","G","904","156.92","9.24","24.62","66.16","0.0","0.0","0.0","0.0","0.0","0.0","200.0","food-category/bread.jpg"
"D202-131000000-0075","비스킷/쿠키/크래커_월넛 초코 쿠키","빵 및 과자류","200","G","1092","0.0","14.76","0.0","48.92","0.0","0.0","0.0","0.0","0.0","0.0","304.0","food-category/bread.jpg"
"D202-131000000-0076","비스킷/쿠키/크래커_잉글리쉬토피 쿠키","빵 및 과자류","200","G","900","120.0","6.66","40.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","800.0","food-category/bread.jpg"
"D202-131000000-0077","비스킷/쿠키/크래커_초코칩 쿠키","빵 및 과자류","200","G","864","0.0","10.0","0.0","66.0","0.0","0.0","0.0","0.0","0.0","0.0","362.0","food-category/bread.jpg"
"D202-131000000-0037","비스킷/쿠키/크래커_초콜렛칩청크쿠키","빵 및 과자류","200","G","948","0.0","10.52","0.0","68.42","0.0","0.0","0.0","0.0","0.0","0.0","894.0","food-category/bread.jpg"
"D202-131000000-0038","비스킷/쿠키/크래커_초콜릿 월넛 돔 쿠키","빵 및 과자류","200","G","980","0.0","11.12","0.0","75.56","0.0","0.0","0.0","0.0","0.0","0.0","666.0","food-category/bread.jpg"
"D202-131000000-0039","비스킷/쿠키/크래커_초콜릿칩 쿠키","빵 및 과자류","200","G","912","0.0","8.58","0.0","65.72","0.0","0.0","0.0","0.0","0.0","0.0","706.0","food-category/bread.jpg"
"D202-131000000-0041","비스킷/쿠키/크래커_촉촉 크림치즈 쿠키","빵 및 과자류","200","G","888","0.0","12.0","0.0","40.0","0.0","0.0","0.0","0.0","0.0","0.0","300.0","food-category/bread.jpg"
"D202-131000000-0044","비스킷/쿠키/크래커_코코넛 사브레","빵 및 과자류","200","G","1012","0.0","9.42","0.0","40.0","0.0","0.0","0.0","0.0","0.0","0.0","200.0","food-category/bread.jpg"
"D202-131000000-0045","비스킷/쿠키/크래커_코코넛 로쉐","빵 및 과자류","200","G","1032","125.8","13.4","52.8","92.4","0.0","0.0","0.0","0.0","0.0","0.0","144.0","food-category/bread.jpg"
"D202-131000000-0046","비스킷/쿠키/크래커_쿠키의 정석 오트밀레이즌","빵 및 과자류","200","G","894","131.58","10.52","36.84","0.0","0.0","0.0","0.0","0.0","0.0","0.0","790.0","food-category/bread.jpg"
"D202-131000000-0047","비스킷/쿠키/크래커_쿠키의 정석 초콜릿청크","빵 및 과자류","200","G","1052","131.58","10.52","52.64","0.0","0.0","0.0","0.0","0.0","0.0","0.0","948.0","food-category/bread.jpg"
"D202-131000000-0048","비스킷/쿠키/크래커_쿠키의 정석 퍼지브라우니","빵 및 과자류","200","G","974","126.32","10.52","47.36","0.0","0.0","0.0","0.0","0.0","0.0","0.0","790.0","food-category/bread.jpg"
"D202-131000000-0049","비스킷/쿠키/크래커_쿠키의 정석 피넛버터","빵 및 과자류","200","G","1052","115.78","21.06","57.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","684.0","food-category/bread.jpg"
"D202-131000000-0050","비스킷/쿠키/크래커_크랜베리 화이트 초코 쿠키","빵 및 과자류","200","G","932","0.0","10.0","0.0","95.0","0.0","0.0","0.0","0.0","0.0","0.0","258.0","food-category/bread.jpg"
"D202-131000000-0051","비스킷/쿠키/크래커_크리미초코 감자 쿠키","빵 및 과자류","200","G","1000","0.0","13.88","0.0","55.56","0.0","0.0","0.0","0.0","0.0","0.0","806.0","food-category/bread.jpg"
"D202-131000000-0052","비스킷/쿠키/크래커_크리미치즈 그레인 쿠키","빵 및 과자류","200","G","1114","0.0","18.0","0.0","48.0","0.0","0.0","0.0","0.0","0.0","0.0","480.0","food-category/bread.jpg"
"D202-131000000-0053","비스킷/쿠키/크래커_크림치즈비스켓&딸기잼","빵 및 과자류","200","G","868","0.0","13.04","0.0","32.6","0.0","0.0","0.0","0.0","0.0","0.0","1000.0","food-category/bread.jpg"
"D202-131000000-0054","비스킷/쿠키/크래커_클래식 르뱅쿠키","빵 및 과자류","200","G","1020","0.0","12.94","20.24","50.64","0.0","0.0","0.0","0.0","0.0","0.0","366.0","food-category/bread.jpg"
"D202-131000000-0055","비스킷/쿠키/크래커_트리플 초코 쿠키","빵 및 과자류","200","G","972","0.0","12.5","0.0","85.0","0.0","0.0","0.0","0.0","0.0","0.0","320.0","food-category/bread.jpg"
"D202-131000000-0058","비스킷/쿠키/크래커_현미누룽지칩","빵 및 과자류","200","G","806","174.66","16.0","4.66","1.34","0.0","0.0","0.0","0.0","0.0","0.0","48.0","food-category/bread.jpg"
"D202-131000000-0059","비스킷/쿠키/크래커_화이트 초콜릿 카우보이 쿠키","빵 및 과자류","200","G","1058","0.0","11.76","0.0","72.94","0.0","0.0","0.0","0.0","0.0","0.0","1130.0","food-category/bread.jpg"
"D202-131000000-0012","비스킷/쿠키/크래커_마카다미아 쿠키","빵 및 과자류","200","G","908","0.0","14.28","0.0","74.28","0.0","0.0","0.0","0.0","0.0","0.0","566.0","food-category/bread.jpg"
"D202-131000000-0013","비스킷/쿠키/크래커_마카다미아넛 쿠키","빵 및 과자류","200","G","1058","0.0","11.42","0.0","62.86","0.0","0.0","0.0","0.0","0.0","0.0","1028.0","food-category/bread.jpg"
"D202-131000000-0014","비스킷/쿠키/크래커_마카다미아넛쿠키","빵 및 과자류","200","G","974","0.0","10.52","0.0","63.16","0.0","0.0","0.0","0.0","0.0","0.0","842.0","food-category/bread.jpg"
"D202-131000000-0015","비스킷/쿠키/크래커_말차스모어 쿠키","빵 및 과자류","200","G","878","0.0","15.04","0.0","52.64","0.0","0.0","0.0","0.0","0.0","0.0","888.0","food-category/bread.jpg"
"D202-131000000-0019","비스킷/쿠키/크래커_베리화이트초코 쿠키","빵 및 과자류","200","G","900","0.0","11.42","0.0","54.28","0.0","0.0","0.0","0.0","0.0","0.0","428.0","food-category/bread.jpg"
"D202-131000000-0020","비스킷/쿠키/크래커_베어베터 쿠키","빵 및 과자류","200","G","990","130.9","12.36","45.46","60.0","0.0","0.0","0.0","0.0","0.0","0.0","578.0","food-category/bread.jpg"
"D202-131000000-0021","비스킷/쿠키/크래커_베이글칩 갈릭버터","빵 및 과자류","200","G","836","0.0","23.34","0.0","36.66","0.0","0.0","0.0","0.0","0.0","0.0","864.0","food-category/bread.jpg"
"D202-131000000-0022","비스킷/쿠키/크래커_베이글칩 허니버터","빵 및 과자류","200","G","886","0.0","23.34","0.0","36.66","0.0","0.0","0.0","0.0","0.0","0.0","886.0","food-category/bread.jpg"
"D202-131000000-0025","비스킷/쿠키/크래커_쇼콜라 쿠키","빵 및 과자류","200","G","1070","0.0","16.0","0.0","34.0","0.0","0.0","0.0","0.0","0.0","0.0","300.0","food-category/bread.jpg"
"D202-131000000-0026","비스킷/쿠키/크래커_아몬드튀일","빵 및 과자류","200","G","1058","0.0","25.64","0.0","61.54","0.0","0.0","0.0","0.0","0.0","0.0","192.0","food-category/bread.jpg"
"D202-131000000-0028","비스킷/쿠키/크래커_오트밀레이즌쿠키","빵 및 과자류","200","G","894","0.0","10.52","0.0","68.42","0.0","0.0","0.0","0.0","0.0","0.0","790.0","food-category/bread.jpg"
"D202-131000000-0029","비스킷/쿠키/크래커_월넛초코칩 쿠키","빵 및 과자류","200","G","1014","0.0","14.28","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","428.0","food-category/bread.jpg"
"D202-131000000-0031","비스킷/쿠키/크래커_진한 초코 쿠키","빵 및 과자류","200","G","900","0.0","16.0","0.0","40.0","0.0","0.0","0.0","0.0","0.0","0.0","364.0","food-category/bread.jpg"
"D202-131000000-0032","비스킷/쿠키/크래커_청크 초콜릿 쿠키 틴 세트","빵 및 과자류","200","G","266","0.0","2.5","0.0","27.5","0.0","0.0","0.0","0.0","0.0","0.0","178.0","food-category/bread.jpg"
"D202-131000000-0034","비스킷/쿠키/크래커_초코마카다미아 쿠키","빵 및 과자류","200","G","1000","0.0","14.28","0.0","57.14","0.0","0.0","0.0","0.0","0.0","0.0","458.0","food-category/bread.jpg"
"D202-131000000-0035","비스킷/쿠키/크래커_초코스모어 쿠키","빵 및 과자류","200","G","870","0.0","15.04","0.0","51.12","0.0","0.0","0.0","0.0","0.0","0.0","888.0","food-category/bread.jpg"
"D202-131000000-0036","비스킷/쿠키/크래커_초콜렛청크 쿠키","빵 및 과자류","200","G","1028","0.0","11.42","0.0","68.58","0.0","0.0","0.0","0.0","0.0","0.0","1028.0","food-category/bread.jpg"
"D202-126000000-0002","호밀빵_행복드림","빵 및 과자류","200","G","452","0.0","9.7","0.0","22.42","0.0","0.0","0.0","0.0","0.0","0.0","436.0","food-category/bread.jpg"
"D202-126000000-0003","호밀빵_호두호밀브레드","빵 및 과자류","200","G","590","0.0","18.0","0.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","980.0","food-category/bread.jpg"
"D202-126000000-0004","호밀빵_멀티그레인 호밀브레드","빵 및 과자류","200","G","526","74.66","16.0","16.0","5.34","0.0","0.0","0.0","0.0","0.0","0.0","600.0","food-category/bread.jpg"
"D202-127000000-0001","효모빵_건포도 천연효모빵 (H)","빵 및 과자류","200","G","542","109.86","14.08","6.34","26.76","0.0","0.0","0.0","0.0","0.0","0.0","676.0","food-category/bread.jpg"
"D202-127000000-0003","효모빵_건포도천연효모빵","빵 및 과자류","200","G","480","0.0","12.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","720.0","food-category/bread.jpg"
"D202-127000000-0004","효모빵_쫄깃한 천연효모빵 (H)","빵 및 과자류","200","G","532","0.0","19.14","0.0","7.44","0.0","0.0","0.0","0.0","0.0","0.0","840.0","food-category/bread.jpg"
"D202-127000000-0005","효모빵_쫄깃한 천연효모빵 (미니)","빵 및 과자류","200","G","538","0.0","18.88","0.0","5.56","0.0","0.0","0.0","0.0","0.0","0.0","856.0","food-category/bread.jpg"
"D202-127000000-0006","효모빵_쫄깃한 천연효모빵","빵 및 과자류","200","G","530","0.0","19.2","0.0","6.94","0.0","0.0","0.0","0.0","0.0","0.0","842.0","food-category/bread.jpg"
"D202-127000000-0008","효모빵_건포도 토종효모빵","빵 및 과자류","200","G","544","110.18","13.34","6.32","27.36","0.0","0.0","0.0","0.0","0.0","0.0","680.0","food-category/bread.jpg"
"D202-127000000-0009","효모빵_쫄깃담백 토종효모빵","빵 및 과자류","200","G","532","97.94","19.32","6.9","6.9","0.0","0.0","0.0","0.0","0.0","0.0","842.0","food-category/bread.jpg"
"D202-127000000-0010","효모빵_쫄깃담백 토종효모빵 (H)","빵 및 과자류","200","G","532","97.94","19.32","6.9","6.9","0.0","0.0","0.0","0.0","0.0","0.0","842.0","food-category/bread.jpg"
"D202-131000000-0001","비스킷/쿠키/크래커_5가지 스낵 & 3way 파우치","빵 및 과자류","200","G","618","0.0","6.72","0.0","25.5","0.0","0.0","0.0","0.0","0.0","0.0","136.0","food-category/bread.jpg"
"D202-131000000-0002","비스킷/쿠키/크래커_그릭요거트그래놀라바","빵 및 과자류","200","G","858","142.86","11.42","25.72","51.42","0.0","0.0","0.0","0.0","0.0","0.0","314.0","food-category/bread.jpg"
"D202-131000000-0003","비스킷/쿠키/크래커_꿀오란다","빵 및 과자류","200","G","1000","106.66","26.66","53.34","46.66","0.0","0.0","0.0","0.0","0.0","0.0","334.0","food-category/bread.jpg"
"D202-131000000-0005","비스킷/쿠키/크래커_다크 초콜릿 카우보이 쿠키","빵 및 과자류","200","G","1094","0.0","11.76","0.0","68.24","0.0","0.0","0.0","0.0","0.0","0.0","1094.0","food-category/bread.jpg"
"D202-131000000-0007","비스킷/쿠키/크래커_더블 치즈 베이글 칩","빵 및 과자류","200","G","984","0.0","20.0","0.0","46.66","0.0","0.0","0.0","0.0","0.0","0.0","800.0","food-category/bread.jpg"
"D202-131000000-0009","비스킷/쿠키/크래커_라이스 칩 블루베리잼","빵 및 과자류","200","G","800","0.0","17.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","412.0","food-category/bread.jpg"
"D202-131000000-0010","비스킷/쿠키/크래커_록키로드쿠키","빵 및 과자류","200","G","948","0.0","10.52","0.0","68.42","0.0","0.0","0.0","0.0","0.0","0.0","684.0","food-category/bread.jpg"
"D514-721000000-0001","콩나물냉채","생채·무침류","200","G","54","8.1","4.2","1.58","3.82","2.2","22.0","3.42","0.0","52.0","0.66","404.0","food-category/seasoned.jpg"
"D514-721260000-0001","콩나물냉채_오이","생채·무침류","200","G","116","19.0","8.0","2.56","10.42","4.2","58.0","6.2","0.0","110.0","1.44","354.0","food-category/seasoned.jpg"
"D514-723000000-0001","해파리냉채","생채·무침류","200","G","98","17.04","5.0","1.58","8.72","2.4","2.0","5.54","0.0","128.0","0.78","2348.0","food-category/seasoned.jpg"
"D514-724000000-0001","햄샐러드","생채·무침류","200","G","214","26.98","7.2","8.8","9.48","2.4","4.0","16.8","0.0","30.0","0.78","380.0","food-category/seasoned.jpg"
"D515-672000000-0001","보쌈김치","김치류","200","G","94","13.28","5.0","2.8","4.54","2.8","16.0","18.38","0.24","178.0","2.76","3870.0","food-category/kimchi.jpg"
"D515-678000000-0001","오이김치","김치류","200","G","78","15.54","5.2","0.58","4.5","4.4","44.0","27.08","0.0","76.0","1.6","3894.0","food-category/kimchi.jpg"
"D518-706000000-0001","짜장소스","장류, 양념류","200","G","202","25.72","8.6","7.42","8.3","4.8","56.0","16.24","0.2","48.0","0.96","1076.0","food-category/seasoning.jpg"
"D518-707000000-0001","카레소스","장류, 양념류","200","G","140","19.5","5.4","4.66","4.44","2.6","68.0","10.22","0.04","34.0","0.78","752.0","food-category/seasoning.jpg"
"D518-708000000-0001","고춧가루 양념장","장류, 양념류","200","G","280","28.78","11.8","14.38","3.9","9.8","114.0","2.88","0.0","170.0","4.34","2832.0","food-category/seasoning.jpg"
"D518-710000000-0001","쌈장","장류, 양념류","200","G","284","40.28","13.0","9.1","17.28","10.4","114.0","4.26","0.0","108.0","2.62","4670.0","food-category/seasoning.jpg"
"D518-711000000-0001","양념초장","장류, 양념류","200","G","268","43.6","20.8","2.06","2.78","7.6","92.0","0.0","0.0","78.0","4.14","9568.0","food-category/seasoning.jpg"
"D518-712000000-0001","초간장","장류, 양념류","200","G","146","24.38","12.2","0.0","0.0","1.0","0.0","0.0","0.0","36.0","2.24","6380.0","food-category/seasoning.jpg"
"D519-716000000-0001","팥빙수","유제품류 및 빙과류","200","G","198","41.98","4.4","1.64","23.56","2.8","100.0","9.74","0.14","30.0","1.18","68.0","food-category/milk_ice.jpg"
"D520-756000000-0001","딸기바나나 스무디","음료 및 차류","200","ML","108","23.5","2.2","1.36","18.68","1.8","20.0","39.02","0.04","58.0","0.34","22.0","food-category/beverage.jpg"
"D520-757000000-0001","미숫가루(선식)음료","음료 및 차류","200","ML","256","55.46","5.8","2.2","25.34","5.2","0.0","0.0","0.0","22.0","1.62","2.0","food-category/beverage.jpg"
"D520-758000000-0001","수박화채","음료 및 차류","200","ML","84","15.58","2.4","1.74","11.56","0.2","98.0","0.4","0.06","64.0","0.2","18.0","food-category/beverage.jpg"
"D514-692000000-0001","새싹 샐러드","생채·무침류","200","G","234","10.02","2.8","21.2","4.98","3.6","304.0","17.72","0.0","46.0","0.76","148.0","food-category/seasoned.jpg"
"D514-696000000-0001","쑥갓무침","생채·무침류","200","G","80","8.02","5.0","3.92","0.48","5.6","390.0","19.36","0.0","186.0","1.84","474.0","food-category/seasoned.jpg"
"D514-699000000-0001","양배추 겉절이","생채·무침류","200","G","92","15.74","4.0","2.76","7.78","5.8","52.0","27.86","0.0","82.0","0.92","868.0","food-category/seasoned.jpg"
"D514-700000000-0001","양배추 사과 샐러드","생채·무침류","200","G","272","20.28","1.6","21.48","14.58","3.8","14.0","13.42","0.0","38.0","0.48","146.0","food-category/seasoned.jpg"
"D514-702000000-0001","양배추부추무침","생채·무침류","200","G","82","16.16","4.4","1.3","8.04","6.6","22.0","24.72","0.0","76.0","3.32","828.0","food-category/seasoned.jpg"
"D514-703000000-0001","양배추오이  샐러드","생채·무침류","200","G","376","16.4","3.6","34.18","8.56","4.6","8.0","35.28","0.0","84.0","0.7","240.0","food-category/seasoned.jpg"
"D514-704000000-0001","양상추 샐러드","생채·무침류","200","G","158","9.44","3.4","12.28","6.0","2.2","52.0","7.12","0.16","40.0","0.76","272.0","food-category/seasoned.jpg"
"D514-706000000-0001","열무 겉절이","생채·무침류","200","G","50","9.56","3.2","0.52","3.48","2.6","248.0","7.62","0.0","176.0","1.96","2258.0","food-category/seasoned.jpg"
"D514-707000000-0001","오이 도라지 생채","생채·무침류","200","G","80","17.8","2.2","0.84","7.6","3.0","44.0","8.94","0.0","36.0","0.5","448.0","food-category/seasoned.jpg"
